system:index,CCA,Elevation,Month,SCA,.geo
1_5_1_5,1.87,3900.0,2.0,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_1_6,2.01,4000.0,2.0,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_1_7,2.01,4100.0,2.0,0.20,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_1_8,2.07,4200.0,2.0,0.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_1_9,2.69,4300.0,2.0,1.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_10_1_10,2.85,4400.0,2.0,0.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_11_1_11,3.12,4500.0,2.0,0.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_12_1_12,3.46,4600.0,2.0,0.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_13_1_13,3.44,4700.0,2.0,1.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_14_1_14,3.84,4800.0,2.0,2.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_15_1_15,4.77,4900.0,2.0,3.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_16_1_16,5.05,5000.0,2.0,4.68,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_17_1_17,5.05,5100.0,2.0,7.35,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_18_1_18,5.29,5200.0,2.0,9.92,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_19_1_19,5.44,5300.0,2.0,13.77,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20_1_20,5.25,5400.0,2.0,17.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_21_1_21,5.21,5500.0,2.0,23.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_22_1_22,5.55,5600.0,2.0,35.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_23_1_23,5.49,5700.0,2.0,43.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_24_1_24,5.14,5800.0,2.0,47.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_25_1_25,5.49,5900.0,2.0,61.04,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_26_1_26,5.52,6000.0,2.0,64.66,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_27_1_27,5.48,6100.0,2.0,67.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_28_1_28,5.43,6200.0,2.0,67.92,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_2_0,0.00,3400.0,3.0,0.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_2_1,0.07,3500.0,3.0,3.17,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_2_2,0.08,3600.0,3.0,0.24,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_2_3,0.07,3700.0,3.0,0.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_2_4,0.05,3800.0,3.0,0.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_2_5,0.10,3900.0,3.0,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_2_6,0.20,4000.0,3.0,0.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_2_7,0.39,4100.0,3.0,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8_2_8,0.45,4200.0,3.0,0.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9_2_9,0.50,4300.0,3.0,1.90,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_10_2_10,0.47,4400.0,3.0,0.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_11_2_11,0.47,4500.0,3.0,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_12_2_12,0.65,4600.0,3.0,0.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_13_2_13,0.74,4700.0,3.0,1.19,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_14_2_14,0.76,4800.0,3.0,1.60,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_15_2_15,0.92,4900.0,3.0,2.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_16_2_16,1.07,5000.0,3.0,2.82,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_17_2_17,1.22,5100.0,3.0,4.08,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_18_2_18,1.38,5200.0,3.0,6.10,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_19_2_19,1.55,5300.0,3.0,9.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20_2_20,1.63,5400.0,3.0,14.26,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_21_2_21,1.93,5500.0,3.0,20.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_22_2_22,2.35,5600.0,3.0,30.92,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_23_2_23,2.07,5700.0,3.0,37.50,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_24_2_24,1.83,5800.0,3.0,43.30,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_25_2_25,1.68,5900.0,3.0,61.29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_26_2_26,1.82,6000.0,3.0,65.71,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_27_2_27,1.80,6100.0,3.0,69.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_28_2_28,1.83,6200.0,3.0,67.50,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_0_3_0,0.90,3400.0,4.0,0.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_1_3_1,0.98,3500.0,4.0,4.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_2_3_2,1.00,3600.0,4.0,0.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_3_3_3,1.02,3700.0,4.0,0.92,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_4_3_4,1.04,3800.0,4.0,1.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_5_3_5,1.09,3900.0,4.0,1.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_6_3_6,1.10,4000.0,4.0,1.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_7_3_7,0.96,4100.0,4.0,0.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_8_3_8,0.98,4200.0,4.0,0.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_9_3_9,0.84,4300.0,4.0,2.10,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_10_3_10,0.87,4400.0,4.0,0.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_11_3_11,0.89,4500.0,4.0,0.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_12_3_12,0.97,4600.0,4.0,1.17,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_13_3_13,1.11,4700.0,4.0,1.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_14_3_14,1.24,4800.0,4.0,3.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_15_3_15,1.28,4900.0,4.0,3.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_16_3_16,1.29,5000.0,4.0,3.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_17_3_17,1.30,5100.0,4.0,4.10,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_18_3_18,1.37,5200.0,4.0,4.82,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_19_3_19,1.51,5300.0,4.0,7.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_20_3_20,1.80,5400.0,4.0,11.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_21_3_21,2.01,5500.0,4.0,18.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_22_3_22,2.50,5600.0,4.0,29.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_23_3_23,2.86,5700.0,4.0,34.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_24_3_24,3.04,5800.0,4.0,40.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_25_3_25,3.76,5900.0,4.0,56.69,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_26_3_26,3.84,6000.0,4.0,59.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_27_3_27,3.66,6100.0,4.0,60.30,"{""type"":""MultiPoint"",""coordinates"":[]}"
3_28_3_28,3.51,6200.0,4.0,57.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_0_4_0,1.56,3400.0,5.0,0.49,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_1_4_1,2.36,3500.0,5.0,6.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_2_4_2,2.59,3600.0,5.0,2.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_3_4_3,2.88,3700.0,5.0,2.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_4_4_4,2.94,3800.0,5.0,3.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_5_4_5,3.10,3900.0,5.0,4.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_6_4_6,3.02,4000.0,5.0,5.00,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_7_4_7,1.96,4100.0,5.0,2.81,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_8_4_8,1.48,4200.0,5.0,2.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_9_4_9,1.10,4300.0,5.0,3.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_10_4_10,1.55,4400.0,5.0,2.82,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_11_4_11,1.90,4500.0,5.0,3.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_12_4_12,2.53,4600.0,5.0,4.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_13_4_13,3.78,4700.0,5.0,6.60,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_14_4_14,4.38,4800.0,5.0,8.82,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_15_4_15,4.89,4900.0,5.0,9.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_16_4_16,4.76,5000.0,5.0,8.87,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_17_4_17,5.16,5100.0,5.0,9.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_18_4_18,5.40,5200.0,5.0,10.13,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_19_4_19,5.80,5300.0,5.0,11.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_20_4_20,6.81,5400.0,5.0,16.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_21_4_21,8.36,5500.0,5.0,22.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_22_4_22,10.79,5600.0,5.0,32.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_23_4_23,13.06,5700.0,5.0,38.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_24_4_24,14.76,5800.0,5.0,44.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_25_4_25,17.75,5900.0,5.0,59.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_26_4_26,18.31,6000.0,5.0,59.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_27_4_27,18.56,6100.0,5.0,58.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
4_28_4_28,18.24,6200.0,5.0,56.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_0_5_0,1.71,3400.0,6.0,2.38,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_1_5_1,2.33,3500.0,6.0,10.87,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_2_5_2,2.67,3600.0,6.0,7.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_3_5_3,3.18,3700.0,6.0,8.30,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_4_5_4,3.48,3800.0,6.0,9.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_5_5_5,3.77,3900.0,6.0,10.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_6_5_6,3.96,4000.0,6.0,10.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_7_5_7,3.10,4100.0,6.0,6.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_8_5_8,2.60,4200.0,6.0,4.94,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_9_5_9,2.28,4300.0,6.0,6.01,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_10_5_10,2.88,4400.0,6.0,6.61,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_11_5_11,3.36,4500.0,6.0,7.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_12_5_12,3.79,4600.0,6.0,9.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_13_5_13,4.96,4700.0,6.0,13.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_14_5_14,4.67,4800.0,6.0,16.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_15_5_15,4.81,4900.0,6.0,17.57,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_16_5_16,4.69,5000.0,6.0,16.71,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_17_5_17,4.95,5100.0,6.0,17.15,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_18_5_18,5.03,5200.0,6.0,16.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_19_5_19,5.23,5300.0,6.0,17.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_20_5_20,5.98,5400.0,6.0,21.58,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_21_5_21,6.94,5500.0,6.0,27.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_22_5_22,8.42,5600.0,6.0,36.84,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_23_5_23,10.33,5700.0,6.0,42.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_24_5_24,11.35,5800.0,6.0,48.37,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_25_5_25,13.48,5900.0,6.0,62.90,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_26_5_26,14.17,6000.0,6.0,62.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_27_5_27,14.38,6100.0,6.0,62.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
5_28_5_28,14.58,6200.0,6.0,60.11,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_0_6_0,1.26,3400.0,7.0,1.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_1_6_1,2.05,3500.0,7.0,13.10,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_2_6_2,2.19,3600.0,7.0,9.43,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_3_6_3,2.54,3700.0,7.0,11.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_4_6_4,2.83,3800.0,7.0,12.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_5_6_5,3.26,3900.0,7.0,13.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_6_6_6,3.43,4000.0,7.0,13.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_7_6_7,2.49,4100.0,7.0,7.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_8_6_8,2.17,4200.0,7.0,5.59,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_9_6_9,1.84,4300.0,7.0,6.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_10_6_10,2.60,4400.0,7.0,6.93,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_11_6_11,3.02,4500.0,7.0,8.80,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_12_6_12,3.34,4600.0,7.0,9.96,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_13_6_13,4.48,4700.0,7.0,12.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_14_6_14,4.69,4800.0,7.0,16.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_15_6_15,5.08,4900.0,7.0,16.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_16_6_16,4.90,5000.0,7.0,16.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_17_6_17,5.27,5100.0,7.0,16.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_18_6_18,5.29,5200.0,7.0,15.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_19_6_19,5.52,5300.0,7.0,15.91,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_20_6_20,6.37,5400.0,7.0,19.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_21_6_21,7.28,5500.0,7.0,24.47,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_22_6_22,8.75,5600.0,7.0,33.53,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_23_6_23,10.47,5700.0,7.0,37.99,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_24_6_24,11.45,5800.0,7.0,42.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_25_6_25,14.28,5900.0,7.0,57.55,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_26_6_26,14.74,6000.0,7.0,56.92,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_27_6_27,14.72,6100.0,7.0,54.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
6_28_6_28,14.25,6200.0,7.0,52.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_0_7_0,0.61,3400.0,8.0,1.06,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_1_7_1,1.54,3500.0,8.0,8.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_2_7_2,1.54,3600.0,8.0,4.16,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_3_7_3,1.63,3700.0,8.0,5.21,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_4_7_4,1.72,3800.0,8.0,6.00,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_5_7_5,1.90,3900.0,8.0,7.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_6_7_6,1.83,4000.0,8.0,7.97,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_7_7_7,1.12,4100.0,8.0,4.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_8_7_8,1.05,4200.0,8.0,3.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_9_7_9,0.79,4300.0,8.0,4.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_10_7_10,1.08,4400.0,8.0,3.48,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_11_7_11,1.34,4500.0,8.0,4.54,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_12_7_12,1.55,4600.0,8.0,5.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_13_7_13,2.15,4700.0,8.0,7.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_14_7_14,2.42,4800.0,8.0,10.76,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_15_7_15,2.77,4900.0,8.0,11.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_16_7_16,2.71,5000.0,8.0,11.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_17_7_17,3.08,5100.0,8.0,10.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_18_7_18,3.10,5200.0,8.0,10.80,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_19_7_19,3.35,5300.0,8.0,11.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_20_7_20,3.97,5400.0,8.0,14.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_21_7_21,4.77,5500.0,8.0,19.39,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_22_7_22,5.93,5600.0,8.0,27.13,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_23_7_23,6.92,5700.0,8.0,31.03,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_24_7_24,7.74,5800.0,8.0,35.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_25_7_25,9.63,5900.0,8.0,49.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_26_7_26,10.19,6000.0,8.0,49.32,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_27_7_27,10.32,6100.0,8.0,47.41,"{""type"":""MultiPoint"",""coordinates"":[]}"
7_28_7_28,10.23,6200.0,8.0,42.33,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_0_8_0,0.33,3400.0,9.0,0.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_1_8_1,0.47,3500.0,9.0,5.89,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_2_8_2,0.40,3600.0,9.0,2.05,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_3_8_3,0.47,3700.0,9.0,3.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_4_8_4,0.53,3800.0,9.0,4.23,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_5_8_5,0.65,3900.0,9.0,5.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_6_8_6,0.64,4000.0,9.0,5.44,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_7_8_7,0.44,4100.0,9.0,2.90,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_8_8_8,0.28,4200.0,9.0,2.28,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_9_8_9,0.19,4300.0,9.0,3.88,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_10_8_10,0.26,4400.0,9.0,2.62,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_11_8_11,0.28,4500.0,9.0,2.78,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_12_8_12,0.45,4600.0,9.0,3.73,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_13_8_13,0.79,4700.0,9.0,5.79,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_14_8_14,0.97,4800.0,9.0,8.98,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_15_8_15,1.25,4900.0,9.0,9.60,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_16_8_16,1.23,5000.0,9.0,9.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_17_8_17,1.39,5100.0,9.0,9.07,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_18_8_18,1.45,5200.0,9.0,9.63,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_19_8_19,1.59,5300.0,9.0,10.31,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_20_8_20,1.86,5400.0,9.0,13.51,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_21_8_21,2.26,5500.0,9.0,18.09,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_22_8_22,3.11,5600.0,9.0,25.67,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_23_8_23,4.05,5700.0,9.0,28.74,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_24_8_24,4.62,5800.0,9.0,33.02,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_25_8_25,5.17,5900.0,9.0,49.83,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_26_8_26,5.38,6000.0,9.0,49.22,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_27_8_27,5.81,6100.0,9.0,45.64,"{""type"":""MultiPoint"",""coordinates"":[]}"
8_28_8_28,6.30,6200.0,9.0,41.52,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_0_9_0,0.17,3400.0,10.0,0.27,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_1_9_1,0.08,3500.0,10.0,3.34,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_2_9_2,0.12,3600.0,10.0,0.12,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_3_9_3,0.12,3700.0,10.0,0.10,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_4_9_4,0.12,3800.0,10.0,0.18,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_5_9_5,0.13,3900.0,10.0,0.42,"{""type"":""MultiPoint"",""coordinates"":[]}"
9_6_9_6,0.20,4000.0,10.0,0.65,"{""type"":""MultiPoint"",""coordinates"":[]}"
