Year,Month,SCA,CCA
2013,3,6.02,36.58
2013,4,10.78,46.17
2013,5,36.68,62.15
2013,6,60.38,61.97
2013,7,59.49,42.00
2013,8,62.77,64.82
2013,9,54.44,36.19
2013,10,35.59,54.88
2013,11,23.42,58.42
2013,12,5.11,63.96
2014,1,5.57,67.04
2014,2,4.58,49.60
2014,3,6.98,56.73
2014,4,12.89,51.38
2014,5,44.01,54.39
2014,6,66.49,50.94
2014,7,63.52,45.13
2014,8,46.92,63.05
2014,9,39.69,61.62
2014,10,31.05,56.91
2014,11,28.21,71.79
2014,12,3.68,69.72
2015,1,4.66,50.68
2015,2,4.28,43.58
2015,3,8.80,56.83
2015,4,14.60,52.55
2015,5,31.27,63.89
2015,6,62.56,57.04
2015,7,63.57,60.66
2015,8,63.47,58.67
2015,9,49.15,49.75
2015,10,35.42,52.16
2015,11,22.41,56.22
2015,12,3.49,64.31
2016,1,4.20,38.17
2016,2,4.49,49.01
2016,3,5.25,38.24
2016,4,15.23,37.59
2016,5,16.86,19.96
2016,6,32.57,43.96
2016,7,44.98,54.97
2016,8,53.42,64.50
2016,9,32.56,35.84
2016,10,18.49,51.65
2016,11,6.85,65.51
2016,12,3.40,73.03
2017,1,3.94,65.75
2017,2,3.89,55.88
2017,3,5.56,39.89
2017,4,9.17,53.11
2017,5,28.45,56.71
2017,6,68.72,58.80
2017,7,64.52,63.55
2017,8,54.09,64.09
2017,9,52.70,70.32
2017,10,29.51,68.59
2017,11,18.86,52.71
2017,12,3.42,60.31
2018,1,4.20,56.70
2018,2,4.66,52.19
2018,3,13.13,65.34
2018,4,30.41,70.19
2018,5,38.04,58.67
2018,6,58.53,55.72
2018,7,70.64,41.36
2018,8,60.40,55.50
2018,9,46.34,62.20
2018,10,31.41,49.46
2018,11,18.33,56.19
2018,12,3.73,58.28
2019,1,4.53,55.32
2019,2,5.27,49.34
2019,3,5.34,43.71
2019,4,12.76,50.11
2019,5,38.86,61.35
2019,6,60.84,52.96
2019,7,63.12,57.11
2019,8,52.24,54.06
2019,9,51.80,51.54
2019,10,32.92,57.10
2019,11,10.54,63.16
2019,12,2.80,69.92
2020,1,4.32,68.20
2020,2,4.40,49.02
2020,3,5.58,53.95
2020,4,12.84,50.61
2020,5,32.11,50.21
2020,6,66.32,49.54
2020,7,71.71,55.96
2020,8,65.43,61.38
2020,9,51.88,64.62
2020,10,38.73,60.44
2020,11,16.33,62.14
2020,12,4.43,62.88
2021,1,4.62,59.55
2021,2,3.87,24.24
2021,3,4.53,44.13
2021,4,14.36,60.82
2021,5,23.76,49.57
2021,6,61.18,49.36
2021,7,59.37,68.90
2021,8,51.69,67.63
2021,9,41.78,62.04
2021,10,21.12,66.56
2021,11,11.01,55.11
2021,12,3.99,37.21
2022,1,4.15,41.28
2022,2,3.67,43.22
2022,3,8.93,61.89
2022,4,23.46,71.76
2022,5,32.62,53.80
2022,6,64.64,49.18
2022,7,74.53,59.31
2022,8,66.28,64.35
2022,9,43.82,56.55
2022,10,35.47,70.37
2022,11,6.89,52.66
2022,12,5.18,64.30
2023,1,4.65,56.73
2023,2,4.68,59.15
2023,3,8.13,58.90
2023,4,11.16,47.87
2023,5,30.29,60.41
2023,6,72.29,51.48
2023,7,76.60,38.79
2023,8,61.04,68.49
2023,9,57.04,57.77
2023,10,40.68,59.32
2023,11,30.89,65.57
2023,12,4.79,53.01
2024,1,3.74,75.81
2024,2,3.40,68.48
2024,3,7.96,78.16
2024,4,19.61,63.84
2024,5,52.70,54.03
2024,6,60.05,66.90
2024,7,70.59,66.86
2024,8,59.21,57.91
2024,9,20.32,80.26
2024,10,21.84,78.11
2024,11,3.64,78.40
2024,12,3.27,61.30
2025,1,5.28,71.45
2025,2,4.97,68.81
